PassengerId,Survived,Pclass,Sex,Age,Fare,FamilySize,isAlone,Title,Name_Len
554,1,3,1,22.0,7.225,1,1,0,33
555,1,3,0,22.0,7.775,1,1,16,18
556,0,1,1,62.0,26.55,1,1,0,18
557,1,1,0,48.0,39.6,2,0,12,65
558,0,1,1,29.69911764705882,227.525,1,1,0,19
559,1,1,0,39.0,79.65,3,0,1,38
560,1,3,0,36.0,17.4,2,0,1,44
561,0,3,1,29.69911764705882,7.75,1,1,0,24
562,0,3,1,40.0,7.8958,1,1,0,17
563,0,2,1,28.0,13.5,1,1,0,26
564,0,3,1,29.69911764705882,8.05,1,1,0,17
565,0,3,0,29.69911764705882,8.05,1,1,16,30
566,0,3,1,24.0,24.15,3,0,0,20
567,0,3,1,19.0,7.8958,1,1,0,20
568,0,3,0,29.0,21.075,5,0,1,43
569,0,3,1,29.69911764705882,7.2292,1,1,0,19
570,1,3,1,32.0,7.8542,1,1,0,17
571,1,2,1,62.0,10.5,1,1,0,18
572,1,1,0,53.0,51.4792,3,0,1,45
573,1,1,1,36.0,26.3875,1,1,0,32
574,1,3,0,29.69911764705882,7.75,1,1,16,17
575,0,3,1,16.0,8.05,1,1,0,28
576,0,3,1,19.0,14.5,1,1,0,20
577,1,2,0,34.0,13.0,1,1,16,20
578,1,1,0,39.0,55.9,2,0,1,41
579,0,3,0,29.69911764705882,14.4583,2,0,1,32
580,1,3,1,32.0,7.925,1,1,0,19
581,1,2,0,25.0,30.0,3,0,16,27
582,1,1,0,39.0,110.8833,3,0,1,52
583,0,2,1,54.0,26.0,1,1,0,26
584,0,1,1,36.0,40.125,1,1,0,19
585,0,3,1,29.69911764705882,8.7125,1,1,0,19
586,1,1,0,18.0,79.65,3,0,16,19
587,0,2,1,47.0,15.0,1,1,0,23
588,1,1,1,60.0,79.2,3,0,0,32
589,0,3,1,22.0,8.05,1,1,0,21
590,0,3,1,29.69911764705882,8.05,1,1,0,19
591,0,3,1,35.0,7.125,1,1,0,20
592,1,1,0,52.0,78.2667,2,0,1,47
593,0,3,1,47.0,7.25,1,1,0,26
594,0,3,0,29.69911764705882,7.75,3,0,16,18
595,0,2,1,37.0,26.0,2,0,0,23
596,0,3,1,36.0,24.15,3,0,0,27
597,1,2,0,29.69911764705882,33.0,1,1,16,26
598,0,3,1,49.0,0.0,1,1,0,19
599,0,3,1,29.69911764705882,7.225,1,1,0,17
600,1,1,1,49.0,56.9292,2,0,14,44
601,1,2,0,24.0,27.0,4,0,1,51
602,0,3,1,29.69911764705882,7.8958,1,1,0,20
603,0,1,1,29.69911764705882,42.4,1,1,0,25
604,0,3,1,44.0,8.05,1,1,0,25
605,1,1,1,35.0,26.55,1,1,0,31
606,0,3,1,36.0,15.55,2,0,0,29
607,0,3,1,30.0,7.8958,1,1,0,17
608,1,1,1,27.0,30.5,1,1,0,27
609,1,2,0,22.0,41.5792,4,0,1,53
610,1,1,0,40.0,153.4625,1,1,16,25
611,0,3,0,39.0,31.275,7,0,1,57
612,0,3,1,29.69911764705882,7.05,1,1,0,21
613,1,3,0,29.69911764705882,15.5,2,0,16,27
614,0,3,1,29.69911764705882,7.75,1,1,0,16
615,0,3,1,35.0,8.05,1,1,0,31
616,1,2,0,24.0,65.0,4,0,16,19
617,0,3,1,34.0,14.4,3,0,0,25
618,0,3,0,26.0,16.1,2,0,1,47
619,1,2,0,4.0,39.0,4,0,16,27
620,0,2,1,26.0,10.5,1,1,0,19
621,0,3,1,27.0,14.4542,2,0,0,19
622,1,1,1,42.0,52.5542,2,0,0,28
623,1,3,1,20.0,15.7417,3,0,0,16
624,0,3,1,21.0,7.8542,1,1,0,27
625,0,3,1,21.0,16.1,1,1,0,27
626,0,1,1,61.0,32.3208,1,1,0,21
627,0,2,1,57.0,12.35,1,1,4,30
628,1,1,0,21.0,77.9583,1,1,16,29
629,0,3,1,26.0,7.8958,1,1,0,25
630,0,3,1,29.69911764705882,7.7333,1,1,0,24
631,1,1,1,80.0,30.0,1,1,0,36
632,0,3,1,51.0,7.0542,1,1,0,27
633,1,1,1,32.0,30.5,1,1,3,25
634,0,1,1,29.69911764705882,0.0,1,1,0,29
635,0,3,0,9.0,27.9,6,0,16,18
636,1,2,0,28.0,13.0,1,1,16,17
637,0,3,1,32.0,7.925,1,1,0,26
638,0,2,1,31.0,26.25,3,0,0,19
639,0,3,0,41.0,39.6875,6,0,1,38
640,0,3,1,29.69911764705882,16.1,2,0,0,26
641,0,3,1,20.0,7.8542,1,1,0,22
642,1,1,0,24.0,69.3,1,1,5,20
643,0,3,0,2.0,27.9,6,0,16,29
644,1,3,1,29.69911764705882,56.4958,1,1,0,15
645,1,3,0,0.75,19.2583,4,0,16,22
646,1,1,1,48.0,76.7292,2,0,0,25
647,0,3,1,19.0,7.8958,1,1,0,17
648,1,1,1,56.0,35.5,1,1,6,35
649,0,3,1,29.69911764705882,7.55,1,1,0,18
650,1,3,0,23.0,7.55,1,1,16,31
651,0,3,1,29.69911764705882,7.8958,1,1,0,17
652,1,2,0,18.0,23.0,2,0,16,19
653,0,3,1,21.0,8.4333,1,1,0,30
654,1,3,0,29.69911764705882,7.8292,1,1,16,29
655,0,3,0,18.0,6.75,1,1,16,28
656,0,2,1,24.0,73.5,3,0,0,25
657,0,3,1,29.69911764705882,7.8958,1,1,0,21
658,0,3,0,32.0,15.5,3,0,1,29
659,0,2,1,23.0,13.0,1,1,0,28
660,0,1,1,58.0,113.275,3,0,0,26
661,1,1,1,50.0,133.65,3,0,3,29
662,0,3,1,40.0,7.225,1,1,0,17
663,0,1,1,47.0,25.5875,1,1,0,26
664,0,3,1,36.0,7.4958,1,1,0,16
665,1,3,1,20.0,7.925,2,0,0,27
666,0,2,1,32.0,73.5,3,0,0,18
667,0,2,1,25.0,13.0,1,1,0,27
668,0,3,1,29.69911764705882,7.775,1,1,0,26
669,0,3,1,43.0,8.05,1,1,0,15
670,1,1,0,29.69911764705882,52.0,2,0,1,49
671,1,2,0,40.0,39.0,3,0,1,61
672,0,1,1,31.0,52.0,2,0,0,22
673,0,2,1,70.0,10.5,1,1,0,27
674,1,2,1,31.0,13.0,1,1,0,21
675,0,2,1,29.69911764705882,0.0,1,1,0,26
676,0,3,1,18.0,7.775,1,1,0,30
677,0,3,1,24.5,8.05,1,1,0,29
678,1,3,0,18.0,9.8417,1,1,16,23
679,0,3,0,43.0,46.9,8,0,1,39
680,1,1,1,36.0,512.3292,2,0,0,34
681,0,3,0,29.69911764705882,8.1375,1,1,16,19
682,1,1,1,27.0,76.7292,1,1,0,18
683,0,3,1,20.0,9.225,1,1,0,27
684,0,3,1,14.0,46.9,8,0,0,27
685,0,2,1,60.0,39.0,3,0,0,33
686,0,2,1,25.0,41.5792,4,0,0,38
687,0,3,1,14.0,39.6875,6,0,0,24
688,0,3,1,19.0,10.1708,1,1,0,17
689,0,3,1,18.0,7.7958,1,1,0,31
690,1,1,0,15.0,211.3375,2,0,16,33
691,1,1,1,31.0,57.0,2,0,0,23
692,1,3,0,4.0,13.4167,2,0,16,18
693,1,3,1,29.69911764705882,56.4958,1,1,0,12
694,0,3,1,25.0,7.225,1,1,0,16
695,0,1,1,60.0,26.55,1,1,6,15
696,0,2,1,52.0,13.5,1,1,0,26
697,0,3,1,44.0,8.05,1,1,0,16
698,1,3,0,29.69911764705882,7.7333,1,1,16,32
699,0,1,1,49.0,110.8833,3,0,0,24
700,0,3,1,42.0,7.65,1,1,0,40
701,1,1,0,18.0,227.525,2,0,1,49
702,1,1,1,35.0,26.2875,1,1,0,32
703,0,3,0,18.0,14.4542,2,0,16,21
704,0,3,1,25.0,7.7417,1,1,0,21
705,0,3,1,26.0,7.8542,2,0,0,23
706,0,2,1,39.0,26.0,1,1,0,46
707,1,2,0,45.0,13.5,1,1,1,29
708,1,1,1,42.0,26.2875,1,1,0,33
709,1,1,0,22.0,151.55,1,1,16,20
710,1,3,1,29.69911764705882,15.2458,3,0,2,49
711,1,1,0,24.0,49.5042,1,1,5,48
712,0,1,1,29.69911764705882,26.55,1,1,0,18
713,1,1,1,48.0,52.0,2,0,0,24
714,0,3,1,29.0,9.4833,1,1,0,26
715,0,2,1,52.0,13.0,1,1,0,21
716,0,3,1,19.0,7.65,1,1,0,42
717,1,1,0,38.0,227.525,1,1,16,29
718,1,2,0,27.0,10.5,1,1,16,35
719,0,3,1,29.69911764705882,15.5,1,1,0,19
720,0,3,1,33.0,7.775,1,1,0,28
721,1,2,0,6.0,33.0,2,0,16,33
722,0,3,1,17.0,7.0542,2,0,0,25
723,0,2,1,34.0,13.0,1,1,0,28
724,0,2,1,50.0,13.0,1,1,0,23
725,1,1,1,27.0,53.1,2,0,0,29
726,0,3,1,20.0,8.6625,1,1,0,19
727,1,2,0,30.0,21.0,4,0,1,43
728,1,3,0,29.69911764705882,7.7375,1,1,16,24
729,0,2,1,25.0,26.0,2,0,0,31
730,0,3,0,25.0,7.925,2,0,16,29
731,1,1,0,29.0,211.3375,1,1,16,29
732,0,3,1,11.0,18.7875,1,1,0,24
733,0,2,1,29.69911764705882,0.0,1,1,0,20
734,0,2,1,23.0,13.0,1,1,0,26
735,0,2,1,23.0,13.0,1,1,0,28
736,0,3,1,28.5,16.1,1,1,0,20
737,0,3,0,48.0,34.375,5,0,1,39
738,1,1,1,35.0,512.3292,1,1,0,22
739,0,3,1,29.69911764705882,7.8958,1,1,0,18
740,0,3,1,29.69911764705882,7.8958,1,1,0,18
741,1,1,1,29.69911764705882,30.0,1,1,0,27
742,0,1,1,36.0,78.85,2,0,0,29
743,1,1,0,21.0,262.375,5,0,16,37
744,0,3,1,24.0,16.1,2,0,0,17
745,1,3,1,31.0,7.925,1,1,0,18
746,0,1,1,70.0,71.0,3,0,10,28
747,0,3,1,16.0,20.25,3,0,0,27
748,1,2,0,30.0,13.0,1,1,16,21
749,0,1,1,19.0,53.1,2,0,0,25
750,0,3,1,31.0,7.75,1,1,0,23
751,1,2,0,4.0,23.0,3,0,16,17
752,1,3,1,6.0,12.475,2,0,2,19
753,0,3,1,33.0,9.5,1,1,0,32
754,0,3,1,23.0,7.8958,1,1,0,18
755,1,2,0,48.0,65.0,4,0,1,32
756,1,2,1,0.67,14.5,3,0,2,25
757,0,3,1,28.0,7.7958,1,1,0,28
758,0,2,1,18.0,11.5,1,1,0,24
759,0,3,1,34.0,8.05,1,1,0,28
760,1,1,0,33.0,86.5,1,1,8,56
761,0,3,1,29.69911764705882,14.5,1,1,0,18
762,0,3,1,41.0,7.125,1,1,0,30
763,1,3,1,20.0,7.2292,1,1,0,21
764,1,1,0,36.0,120.0,4,0,1,41
765,0,3,1,16.0,7.775,1,1,0,22
766,1,1,0,51.0,77.9583,2,0,1,36
767,0,1,1,29.69911764705882,39.6,1,1,3,25
768,0,3,0,30.5,7.75,1,1,16,18
769,0,3,1,29.69911764705882,24.15,2,0,0,19
770,0,3,1,32.0,8.3625,1,1,0,32
771,0,3,1,24.0,9.5,1,1,0,22
772,0,3,1,48.0,7.8542,1,1,0,23
773,0,2,0,57.0,10.5,1,1,1,17
774,0,3,1,29.69911764705882,7.225,1,1,0,15
775,1,2,0,54.0,23.0,5,0,1,37
776,0,3,1,18.0,7.75,1,1,0,39
777,0,3,1,29.69911764705882,7.75,1,1,0,16
778,1,3,0,5.0,12.475,1,1,16,29
779,0,3,1,29.69911764705882,7.7375,1,1,0,23
780,1,1,0,43.0,211.3375,2,0,1,53
781,1,3,0,13.0,7.2292,1,1,16,20
782,1,1,0,17.0,57.0,2,0,1,41
783,0,1,1,29.0,30.0,1,1,0,22
784,0,3,1,29.69911764705882,23.45,4,0,0,22
785,0,3,1,25.0,7.05,1,1,0,16
786,0,3,1,25.0,7.25,1,1,0,34
787,1,3,0,18.0,7.4958,1,1,16,25
788,0,3,1,8.0,29.125,6,0,2,25
789,1,3,1,1.0,20.575,4,0,2,26
790,0,1,1,46.0,79.2,1,1,0,24
791,0,3,1,29.69911764705882,7.75,1,1,0,24
792,0,2,1,16.0,26.0,1,1,0,19
793,0,3,0,29.69911764705882,69.55,11,0,16,23
794,0,1,1,29.69911764705882,30.6958,1,1,0,24
795,0,3,1,25.0,7.8958,1,1,0,21
796,0,2,1,39.0,13.0,1,1,0,18
797,1,1,0,49.0,25.9292,1,1,3,27
798,1,3,0,31.0,8.6833,1,1,1,16
799,0,3,1,30.0,7.2292,1,1,0,28
800,0,3,0,30.0,24.15,3,0,1,52
801,0,2,1,34.0,13.0,1,1,0,20
802,1,2,0,31.0,26.25,3,0,1,43
803,1,1,1,11.0,120.0,4,0,2,35
804,1,3,1,0.42,8.5167,2,0,2,31
805,1,3,1,27.0,6.975,1,1,0,23
806,0,3,1,31.0,7.775,1,1,0,25
807,0,1,1,39.0,0.0,1,1,0,22
808,0,3,0,18.0,7.775,1,1,16,31
809,0,2,1,39.0,13.0,1,1,0,17
810,1,1,0,33.0,53.1,2,0,1,46
811,0,3,1,26.0,7.8875,1,1,0,22
812,0,3,1,39.0,24.15,1,1,0,17
813,0,2,1,35.0,10.5,1,1,0,25
814,0,3,0,6.0,31.275,7,0,16,34
815,0,3,1,30.5,8.05,1,1,0,26
816,0,1,1,29.69911764705882,0.0,1,1,0,16
817,0,3,0,23.0,7.925,1,1,16,28
818,0,2,1,31.0,37.0042,3,0,0,18
819,0,3,1,43.0,6.45,1,1,0,32
820,0,3,1,10.0,27.9,6,0,2,28
821,1,1,0,52.0,93.5,3,0,1,50
822,1,3,1,27.0,8.6625,1,1,0,17
823,0,1,1,38.0,0.0,1,1,13,31
824,1,3,0,27.0,12.475,2,0,1,18
825,0,3,1,2.0,39.6875,6,0,2,28
826,0,3,1,29.69911764705882,6.95,1,1,0,15
827,0,3,1,29.69911764705882,56.4958,1,1,0,12
828,1,2,1,1.0,37.0042,3,0,2,21
829,1,3,1,29.69911764705882,7.75,1,1,0,28
830,1,1,0,62.0,80.0,1,1,1,41
831,1,3,0,15.0,14.4542,2,0,1,39
832,1,2,1,0.83,18.75,3,0,2,31
833,0,3,1,29.69911764705882,7.2292,1,1,0,14
834,0,3,1,23.0,7.8542,1,1,0,22
835,0,3,1,18.0,8.3,1,1,0,22
836,1,1,0,39.0,83.1583,3,0,16,27
837,0,3,1,21.0,8.6625,1,1,0,16
838,0,3,1,29.69911764705882,8.05,1,1,0,19
839,1,3,1,32.0,56.4958,1,1,0,15
840,1,1,1,29.69911764705882,29.7,1,1,0,20
841,0,3,1,20.0,7.925,1,1,0,27
842,0,2,1,16.0,10.5,1,1,0,24
843,1,1,0,30.0,31.0,1,1,16,23
844,0,3,1,34.5,6.4375,1,1,0,26
845,0,3,1,17.0,8.6625,1,1,0,19
846,0,3,1,42.0,7.55,1,1,0,19
847,0,3,1,29.69911764705882,69.55,11,0,0,24
848,0,3,1,35.0,7.8958,1,1,0,18
849,0,2,1,28.0,33.0,2,0,4,17
850,1,1,0,29.69911764705882,89.1042,2,0,1,44
851,0,3,1,4.0,31.275,7,0,2,39
852,0,3,1,74.0,7.775,1,1,0,19
853,0,3,0,9.0,15.2458,3,0,16,23
854,1,1,0,16.0,39.4,2,0,16,25
855,0,2,0,44.0,26.0,2,0,1,45
856,1,3,0,18.0,9.35,2,0,1,26
857,1,1,0,45.0,164.8667,3,0,1,42
858,1,1,1,51.0,26.55,1,1,0,22
859,1,3,0,24.0,19.2583,4,0,1,37
860,0,3,1,29.69911764705882,7.2292,1,1,0,16
861,0,3,1,41.0,14.1083,3,0,0,23
862,0,2,1,21.0,11.5,2,0,0,27
863,1,1,0,48.0,25.9292,1,1,1,51
864,0,3,0,29.69911764705882,69.55,11,0,16,33
865,0,2,1,24.0,13.0,1,1,0,22
866,1,2,0,42.0,13.0,1,1,1,24
867,1,2,0,27.0,13.8583,2,0,16,28
868,0,1,1,31.0,50.4958,1,1,0,36
869,0,3,1,29.69911764705882,9.5,1,1,0,27
870,1,3,1,4.0,11.1333,3,0,2,31
871,0,3,1,26.0,7.8958,1,1,0,17
872,1,1,0,47.0,52.5542,3,0,1,48
873,0,1,1,33.0,5.0,1,1,0,24
874,0,3,1,47.0,9.0,1,1,0,27
875,1,2,0,28.0,24.0,2,0,1,37
876,1,3,0,15.0,7.225,1,1,16,32
877,0,3,1,20.0,9.8458,1,1,0,29
878,0,3,1,19.0,7.8958,1,1,0,20
879,0,3,1,29.69911764705882,7.8958,1,1,0,18
880,1,1,0,56.0,83.1583,2,0,1,45
881,1,2,0,25.0,26.0,2,0,1,44
882,0,3,1,33.0,7.8958,1,1,0,18
883,0,3,0,22.0,10.5167,1,1,16,28
884,0,2,1,28.0,10.5,1,1,0,29
885,0,3,1,25.0,7.05,1,1,0,22
886,0,3,0,39.0,29.125,6,0,1,36
887,0,2,1,27.0,13.0,1,1,4,21
888,1,1,0,19.0,30.0,1,1,16,28
889,0,3,0,29.69911764705882,23.45,4,0,16,40
890,1,1,1,26.0,30.0,1,1,0,21
891,0,3,1,32.0,7.75,1,1,0,19
