Survived,Pclass,Sex,Age,Fare,FamilySize,isAlone,Title,Name_Len
1,2,female,2.0,26.0,3,0,Miss.,24
0,3,male,29.69911764705882,7.2292,1,1,Mr.,17
0,3,male,17.0,7.2292,3,0,Mr.,20
1,3,female,29.69911764705882,22.3583,3,0,Mrs.,38
0,3,female,30.0,8.6625,1,1,Miss.,19
1,2,female,7.0,26.25,3,0,Miss.,22
0,1,male,45.0,26.55,1,1,Major.,33
1,1,female,30.0,106.425,1,1,Miss.,19
0,3,male,29.69911764705882,14.5,1,1,Mr.,24
1,1,female,22.0,49.5,3,0,Miss.,34
1,1,female,36.0,71.0,3,0,Miss.,23
0,3,female,9.0,31.275,7,0,Miss.,36
0,3,female,11.0,31.275,7,0,Miss.,33
1,2,male,32.0,26.0,2,0,Mr.,17
0,1,male,50.0,106.425,2,0,Mr.,26
0,1,male,64.0,26.0,1,1,Mr.,28
1,2,female,19.0,26.0,2,0,Mrs.,33
1,2,male,29.69911764705882,13.8625,1,1,Mr.,26
0,3,male,33.0,20.525,3,0,Mr.,25
1,2,male,8.0,36.75,3,0,Master.,30
1,1,male,17.0,110.8833,3,0,Mr.,27
0,2,male,27.0,26.0,1,1,Mr.,27
0,3,male,29.69911764705882,7.8292,1,1,Mr.,20
1,3,male,22.0,7.225,1,1,Mr.,33
1,3,female,22.0,7.775,1,1,Miss.,18
0,1,male,62.0,26.55,1,1,Mr.,18
1,1,female,48.0,39.6,2,0,Lady.,65
0,1,male,29.69911764705882,227.525,1,1,Mr.,19
1,1,female,39.0,79.65,3,0,Mrs.,38
1,3,female,36.0,17.4,2,0,Mrs.,44
0,3,male,29.69911764705882,7.75,1,1,Mr.,24
0,3,male,40.0,7.8958,1,1,Mr.,17
0,2,male,28.0,13.5,1,1,Mr.,26
0,3,male,29.69911764705882,8.05,1,1,Mr.,17
0,3,female,29.69911764705882,8.05,1,1,Miss.,30
0,3,male,24.0,24.15,3,0,Mr.,20
0,3,male,19.0,7.8958,1,1,Mr.,20
0,3,female,29.0,21.075,5,0,Mrs.,43
0,3,male,29.69911764705882,7.2292,1,1,Mr.,19
1,3,male,32.0,7.8542,1,1,Mr.,17
1,2,male,62.0,10.5,1,1,Mr.,18
1,1,female,53.0,51.4792,3,0,Mrs.,45
1,1,male,36.0,26.3875,1,1,Mr.,32
1,3,female,29.69911764705882,7.75,1,1,Miss.,17
0,3,male,16.0,8.05,1,1,Mr.,28
0,3,male,19.0,14.5,1,1,Mr.,20
1,2,female,34.0,13.0,1,1,Miss.,20
1,1,female,39.0,55.9,2,0,Mrs.,41
0,3,female,29.69911764705882,14.4583,2,0,Mrs.,32
1,3,male,32.0,7.925,1,1,Mr.,19
1,2,female,25.0,30.0,3,0,Miss.,27
1,1,female,39.0,110.8833,3,0,Mrs.,52
0,2,male,54.0,26.0,1,1,Mr.,26
0,1,male,36.0,40.125,1,1,Mr.,19
0,3,male,29.69911764705882,8.7125,1,1,Mr.,19
1,1,female,18.0,79.65,3,0,Miss.,19
0,2,male,47.0,15.0,1,1,Mr.,23
1,1,male,60.0,79.2,3,0,Mr.,32
0,3,male,22.0,8.05,1,1,Mr.,21
0,3,male,29.69911764705882,8.05,1,1,Mr.,19
0,3,male,35.0,7.125,1,1,Mr.,20
1,1,female,52.0,78.2667,2,0,Mrs.,47
0,3,male,47.0,7.25,1,1,Mr.,26
0,3,female,29.69911764705882,7.75,3,0,Miss.,18
0,2,male,37.0,26.0,2,0,Mr.,23
0,3,male,36.0,24.15,3,0,Mr.,27
1,2,female,29.69911764705882,33.0,1,1,Miss.,26
0,3,male,49.0,0.0,1,1,Mr.,19
0,3,male,29.69911764705882,7.225,1,1,Mr.,17
1,1,male,49.0,56.9292,2,0,Sir.,44
1,2,female,24.0,27.0,4,0,Mrs.,51
0,3,male,29.69911764705882,7.8958,1,1,Mr.,20
0,1,male,29.69911764705882,42.4,1,1,Mr.,25
0,3,male,44.0,8.05,1,1,Mr.,25
1,1,male,35.0,26.55,1,1,Mr.,31
0,3,male,36.0,15.55,2,0,Mr.,29
0,3,male,30.0,7.8958,1,1,Mr.,17
1,1,male,27.0,30.5,1,1,Mr.,27
1,2,female,22.0,41.5792,4,0,Mrs.,53
1,1,female,40.0,153.4625,1,1,Miss.,25
0,3,female,39.0,31.275,7,0,Mrs.,57
0,3,male,29.69911764705882,7.05,1,1,Mr.,21
1,3,female,29.69911764705882,15.5,2,0,Miss.,27
0,3,male,29.69911764705882,7.75,1,1,Mr.,16
0,3,male,35.0,8.05,1,1,Mr.,31
1,2,female,24.0,65.0,4,0,Miss.,19
0,3,male,34.0,14.4,3,0,Mr.,25
0,3,female,26.0,16.1,2,0,Mrs.,47
1,2,female,4.0,39.0,4,0,Miss.,27
0,2,male,26.0,10.5,1,1,Mr.,19
0,3,male,27.0,14.4542,2,0,Mr.,19
1,1,male,42.0,52.5542,2,0,Mr.,28
1,3,male,20.0,15.7417,3,0,Mr.,16
0,3,male,21.0,7.8542,1,1,Mr.,27
0,3,male,21.0,16.1,1,1,Mr.,27
0,1,male,61.0,32.3208,1,1,Mr.,21
0,2,male,57.0,12.35,1,1,Rev.,30
1,1,female,21.0,77.9583,1,1,Miss.,29
0,3,male,26.0,7.8958,1,1,Mr.,25
0,3,male,29.69911764705882,7.7333,1,1,Mr.,24
1,1,male,80.0,30.0,1,1,Mr.,36
0,3,male,51.0,7.0542,1,1,Mr.,27
1,1,male,32.0,30.5,1,1,Dr.,25
0,1,male,29.69911764705882,0.0,1,1,Mr.,29
0,3,female,9.0,27.9,6,0,Miss.,18
1,2,female,28.0,13.0,1,1,Miss.,17
0,3,male,32.0,7.925,1,1,Mr.,26
0,2,male,31.0,26.25,3,0,Mr.,19
0,3,female,41.0,39.6875,6,0,Mrs.,38
0,3,male,29.69911764705882,16.1,2,0,Mr.,26
0,3,male,20.0,7.8542,1,1,Mr.,22
1,1,female,24.0,69.3,1,1,Mlle.,20
0,3,female,2.0,27.9,6,0,Miss.,29
1,3,male,29.69911764705882,56.4958,1,1,Mr.,15
1,3,female,0.75,19.2583,4,0,Miss.,22
1,1,male,48.0,76.7292,2,0,Mr.,25
0,3,male,19.0,7.8958,1,1,Mr.,17
1,1,male,56.0,35.5,1,1,Col.,35
0,3,male,29.69911764705882,7.55,1,1,Mr.,18
1,3,female,23.0,7.55,1,1,Miss.,31
0,3,male,29.69911764705882,7.8958,1,1,Mr.,17
1,2,female,18.0,23.0,2,0,Miss.,19
0,3,male,21.0,8.4333,1,1,Mr.,30
1,3,female,29.69911764705882,7.8292,1,1,Miss.,29
0,3,female,18.0,6.75,1,1,Miss.,28
0,2,male,24.0,73.5,3,0,Mr.,25
0,3,male,29.69911764705882,7.8958,1,1,Mr.,21
0,3,female,32.0,15.5,3,0,Mrs.,29
0,2,male,23.0,13.0,1,1,Mr.,28
0,1,male,58.0,113.275,3,0,Mr.,26
1,1,male,50.0,133.65,3,0,Dr.,29
0,3,male,40.0,7.225,1,1,Mr.,17
0,1,male,47.0,25.5875,1,1,Mr.,26
0,3,male,36.0,7.4958,1,1,Mr.,16
1,3,male,20.0,7.925,2,0,Mr.,27
0,2,male,32.0,73.5,3,0,Mr.,18
0,2,male,25.0,13.0,1,1,Mr.,27
0,3,male,29.69911764705882,7.775,1,1,Mr.,26
0,3,male,43.0,8.05,1,1,Mr.,15
1,1,female,29.69911764705882,52.0,2,0,Mrs.,49
1,2,female,40.0,39.0,3,0,Mrs.,61
0,1,male,31.0,52.0,2,0,Mr.,22
0,2,male,70.0,10.5,1,1,Mr.,27
1,2,male,31.0,13.0,1,1,Mr.,21
0,2,male,29.69911764705882,0.0,1,1,Mr.,26
0,3,male,18.0,7.775,1,1,Mr.,30
0,3,male,24.5,8.05,1,1,Mr.,29
1,3,female,18.0,9.8417,1,1,Miss.,23
0,3,female,43.0,46.9,8,0,Mrs.,39
1,1,male,36.0,512.3292,2,0,Mr.,34
0,3,female,29.69911764705882,8.1375,1,1,Miss.,19
1,1,male,27.0,76.7292,1,1,Mr.,18
0,3,male,20.0,9.225,1,1,Mr.,27
0,3,male,14.0,46.9,8,0,Mr.,27
0,2,male,60.0,39.0,3,0,Mr.,33
0,2,male,25.0,41.5792,4,0,Mr.,38
0,3,male,14.0,39.6875,6,0,Mr.,24
0,3,male,19.0,10.1708,1,1,Mr.,17
0,3,male,18.0,7.7958,1,1,Mr.,31
1,1,female,15.0,211.3375,2,0,Miss.,33
1,1,male,31.0,57.0,2,0,Mr.,23
1,3,female,4.0,13.4167,2,0,Miss.,18
1,3,male,29.69911764705882,56.4958,1,1,Mr.,12
0,3,male,25.0,7.225,1,1,Mr.,16
0,1,male,60.0,26.55,1,1,Col.,15
0,2,male,52.0,13.5,1,1,Mr.,26
0,3,male,44.0,8.05,1,1,Mr.,16
1,3,female,29.69911764705882,7.7333,1,1,Miss.,32
0,1,male,49.0,110.8833,3,0,Mr.,24
0,3,male,42.0,7.65,1,1,Mr.,40
1,1,female,18.0,227.525,2,0,Mrs.,49
1,1,male,35.0,26.2875,1,1,Mr.,32
0,3,female,18.0,14.4542,2,0,Miss.,21
0,3,male,25.0,7.7417,1,1,Mr.,21
0,3,male,26.0,7.8542,2,0,Mr.,23
0,2,male,39.0,26.0,1,1,Mr.,46
1,2,female,45.0,13.5,1,1,Mrs.,29
1,1,male,42.0,26.2875,1,1,Mr.,33
1,1,female,22.0,151.55,1,1,Miss.,20
1,3,male,29.69911764705882,15.2458,3,0,Master.,49
1,1,female,24.0,49.5042,1,1,Mlle.,48
0,1,male,29.69911764705882,26.55,1,1,Mr.,18
1,1,male,48.0,52.0,2,0,Mr.,24
0,3,male,29.0,9.4833,1,1,Mr.,26
0,2,male,52.0,13.0,1,1,Mr.,21
0,3,male,19.0,7.65,1,1,Mr.,42
1,1,female,38.0,227.525,1,1,Miss.,29
1,2,female,27.0,10.5,1,1,Miss.,35
0,3,male,29.69911764705882,15.5,1,1,Mr.,19
0,3,male,33.0,7.775,1,1,Mr.,28
1,2,female,6.0,33.0,2,0,Miss.,33
0,3,male,17.0,7.0542,2,0,Mr.,25
0,2,male,34.0,13.0,1,1,Mr.,28
0,2,male,50.0,13.0,1,1,Mr.,23
1,1,male,27.0,53.1,2,0,Mr.,29
0,3,male,20.0,8.6625,1,1,Mr.,19
1,2,female,30.0,21.0,4,0,Mrs.,43
1,3,female,29.69911764705882,7.7375,1,1,Miss.,24
0,2,male,25.0,26.0,2,0,Mr.,31
0,3,female,25.0,7.925,2,0,Miss.,29
1,1,female,29.0,211.3375,1,1,Miss.,29
0,3,male,11.0,18.7875,1,1,Mr.,24
0,2,male,29.69911764705882,0.0,1,1,Mr.,20
0,2,male,23.0,13.0,1,1,Mr.,26
0,2,male,23.0,13.0,1,1,Mr.,28
0,3,male,28.5,16.1,1,1,Mr.,20
0,3,female,48.0,34.375,5,0,Mrs.,39
1,1,male,35.0,512.3292,1,1,Mr.,22
0,3,male,29.69911764705882,7.8958,1,1,Mr.,18
0,3,male,29.69911764705882,7.8958,1,1,Mr.,18
1,1,male,29.69911764705882,30.0,1,1,Mr.,27
0,1,male,36.0,78.85,2,0,Mr.,29
1,1,female,21.0,262.375,5,0,Miss.,37
0,3,male,24.0,16.1,2,0,Mr.,17
1,3,male,31.0,7.925,1,1,Mr.,18
0,1,male,70.0,71.0,3,0,Capt.,28
0,3,male,16.0,20.25,3,0,Mr.,27
1,2,female,30.0,13.0,1,1,Miss.,21
0,1,male,19.0,53.1,2,0,Mr.,25
0,3,male,31.0,7.75,1,1,Mr.,23
1,2,female,4.0,23.0,3,0,Miss.,17
1,3,male,6.0,12.475,2,0,Master.,19
0,3,male,33.0,9.5,1,1,Mr.,32
0,3,male,23.0,7.8958,1,1,Mr.,18
1,2,female,48.0,65.0,4,0,Mrs.,32
1,2,male,0.67,14.5,3,0,Master.,25
0,3,male,28.0,7.7958,1,1,Mr.,28
0,2,male,18.0,11.5,1,1,Mr.,24
0,3,male,34.0,8.05,1,1,Mr.,28
1,1,female,33.0,86.5,1,1,the,56
0,3,male,29.69911764705882,14.5,1,1,Mr.,18
0,3,male,41.0,7.125,1,1,Mr.,30
1,3,male,20.0,7.2292,1,1,Mr.,21
1,1,female,36.0,120.0,4,0,Mrs.,41
0,3,male,16.0,7.775,1,1,Mr.,22
1,1,female,51.0,77.9583,2,0,Mrs.,36
0,1,male,29.69911764705882,39.6,1,1,Dr.,25
0,3,female,30.5,7.75,1,1,Miss.,18
0,3,male,29.69911764705882,24.15,2,0,Mr.,19
0,3,male,32.0,8.3625,1,1,Mr.,32
0,3,male,24.0,9.5,1,1,Mr.,22
0,3,male,48.0,7.8542,1,1,Mr.,23
0,2,female,57.0,10.5,1,1,Mrs.,17
0,3,male,29.69911764705882,7.225,1,1,Mr.,15
1,2,female,54.0,23.0,5,0,Mrs.,37
0,3,male,18.0,7.75,1,1,Mr.,39
0,3,male,29.69911764705882,7.75,1,1,Mr.,16
1,3,female,5.0,12.475,1,1,Miss.,29
0,3,male,29.69911764705882,7.7375,1,1,Mr.,23
1,1,female,43.0,211.3375,2,0,Mrs.,53
1,3,female,13.0,7.2292,1,1,Miss.,20
1,1,female,17.0,57.0,2,0,Mrs.,41
0,1,male,29.0,30.0,1,1,Mr.,22
0,3,male,29.69911764705882,23.45,4,0,Mr.,22
0,3,male,25.0,7.05,1,1,Mr.,16
0,3,male,25.0,7.25,1,1,Mr.,34
1,3,female,18.0,7.4958,1,1,Miss.,25
0,3,male,8.0,29.125,6,0,Master.,25
1,3,male,1.0,20.575,4,0,Master.,26
0,1,male,46.0,79.2,1,1,Mr.,24
0,3,male,29.69911764705882,7.75,1,1,Mr.,24
0,2,male,16.0,26.0,1,1,Mr.,19
0,3,female,29.69911764705882,69.55,11,0,Miss.,23
0,1,male,29.69911764705882,30.6958,1,1,Mr.,24
0,3,male,25.0,7.8958,1,1,Mr.,21
0,2,male,39.0,13.0,1,1,Mr.,18
1,1,female,49.0,25.9292,1,1,Dr.,27
1,3,female,31.0,8.6833,1,1,Mrs.,16
0,3,male,30.0,7.2292,1,1,Mr.,28
0,3,female,30.0,24.15,3,0,Mrs.,52
0,2,male,34.0,13.0,1,1,Mr.,20
1,2,female,31.0,26.25,3,0,Mrs.,43
1,1,male,11.0,120.0,4,0,Master.,35
1,3,male,0.42,8.5167,2,0,Master.,31
1,3,male,27.0,6.975,1,1,Mr.,23
0,3,male,31.0,7.775,1,1,Mr.,25
0,1,male,39.0,0.0,1,1,Mr.,22
0,3,female,18.0,7.775,1,1,Miss.,31
0,2,male,39.0,13.0,1,1,Mr.,17
1,1,female,33.0,53.1,2,0,Mrs.,46
0,3,male,26.0,7.8875,1,1,Mr.,22
0,3,male,39.0,24.15,1,1,Mr.,17
0,2,male,35.0,10.5,1,1,Mr.,25
0,3,female,6.0,31.275,7,0,Miss.,34
0,3,male,30.5,8.05,1,1,Mr.,26
0,1,male,29.69911764705882,0.0,1,1,Mr.,16
0,3,female,23.0,7.925,1,1,Miss.,28
0,2,male,31.0,37.0042,3,0,Mr.,18
0,3,male,43.0,6.45,1,1,Mr.,32
0,3,male,10.0,27.9,6,0,Master.,28
1,1,female,52.0,93.5,3,0,Mrs.,50
1,3,male,27.0,8.6625,1,1,Mr.,17
0,1,male,38.0,0.0,1,1,Jonkheer.,31
1,3,female,27.0,12.475,2,0,Mrs.,18
0,3,male,2.0,39.6875,6,0,Master.,28
0,3,male,29.69911764705882,6.95,1,1,Mr.,15
0,3,male,29.69911764705882,56.4958,1,1,Mr.,12
1,2,male,1.0,37.0042,3,0,Master.,21
1,3,male,29.69911764705882,7.75,1,1,Mr.,28
1,1,female,62.0,80.0,1,1,Mrs.,41
1,3,female,15.0,14.4542,2,0,Mrs.,39
1,2,male,0.83,18.75,3,0,Master.,31
0,3,male,29.69911764705882,7.2292,1,1,Mr.,14
0,3,male,23.0,7.8542,1,1,Mr.,22
0,3,male,18.0,8.3,1,1,Mr.,22
1,1,female,39.0,83.1583,3,0,Miss.,27
0,3,male,21.0,8.6625,1,1,Mr.,16
0,3,male,29.69911764705882,8.05,1,1,Mr.,19
1,3,male,32.0,56.4958,1,1,Mr.,15
1,1,male,29.69911764705882,29.7,1,1,Mr.,20
0,3,male,20.0,7.925,1,1,Mr.,27
0,2,male,16.0,10.5,1,1,Mr.,24
1,1,female,30.0,31.0,1,1,Miss.,23
0,3,male,34.5,6.4375,1,1,Mr.,26
0,3,male,17.0,8.6625,1,1,Mr.,19
0,3,male,42.0,7.55,1,1,Mr.,19
0,3,male,29.69911764705882,69.55,11,0,Mr.,24
0,3,male,35.0,7.8958,1,1,Mr.,18
0,2,male,28.0,33.0,2,0,Rev.,17
1,1,female,29.69911764705882,89.1042,2,0,Mrs.,44
0,3,male,4.0,31.275,7,0,Master.,39
0,3,male,74.0,7.775,1,1,Mr.,19
0,3,female,9.0,15.2458,3,0,Miss.,23
1,1,female,16.0,39.4,2,0,Miss.,25
0,2,female,44.0,26.0,2,0,Mrs.,45
1,3,female,18.0,9.35,2,0,Mrs.,26
1,1,female,45.0,164.8667,3,0,Mrs.,42
1,1,male,51.0,26.55,1,1,Mr.,22
1,3,female,24.0,19.2583,4,0,Mrs.,37
0,3,male,29.69911764705882,7.2292,1,1,Mr.,16
0,3,male,41.0,14.1083,3,0,Mr.,23
0,2,male,21.0,11.5,2,0,Mr.,27
1,1,female,48.0,25.9292,1,1,Mrs.,51
0,3,female,29.69911764705882,69.55,11,0,Miss.,33
0,2,male,24.0,13.0,1,1,Mr.,22
1,2,female,42.0,13.0,1,1,Mrs.,24
1,2,female,27.0,13.8583,2,0,Miss.,28
0,1,male,31.0,50.4958,1,1,Mr.,36
0,3,male,29.69911764705882,9.5,1,1,Mr.,27
1,3,male,4.0,11.1333,3,0,Master.,31
0,3,male,26.0,7.8958,1,1,Mr.,17
1,1,female,47.0,52.5542,3,0,Mrs.,48
0,1,male,33.0,5.0,1,1,Mr.,24
0,3,male,47.0,9.0,1,1,Mr.,27
1,2,female,28.0,24.0,2,0,Mrs.,37
1,3,female,15.0,7.225,1,1,Miss.,32
0,3,male,20.0,9.8458,1,1,Mr.,29
0,3,male,19.0,7.8958,1,1,Mr.,20
0,3,male,29.69911764705882,7.8958,1,1,Mr.,18
1,1,female,56.0,83.1583,2,0,Mrs.,45
1,2,female,25.0,26.0,2,0,Mrs.,44
0,3,male,33.0,7.8958,1,1,Mr.,18
0,3,female,22.0,10.5167,1,1,Miss.,28
0,2,male,28.0,10.5,1,1,Mr.,29
0,3,male,25.0,7.05,1,1,Mr.,22
0,3,female,39.0,29.125,6,0,Mrs.,36
0,2,male,27.0,13.0,1,1,Rev.,21
1,1,female,19.0,30.0,1,1,Miss.,28
0,3,female,29.69911764705882,23.45,4,0,Miss.,40
1,1,male,26.0,30.0,1,1,Mr.,21
0,3,male,32.0,7.75,1,1,Mr.,19
